Post,Label,Category,Sentiment
"@CinemaShogun I mean, I have struggled with some postpartum depression, but I NEVER could harm my kids!!!! And I also sought help for mine WAYYY before it could trigger anything this drastic.",postpartum,postpartum,neutral
"How many times this has happened to me! I tell someone é‰I had severe postpartum depression,é‰‚  or é‰I have actual clinical OCD,é‰‚ and suddenly they feel comfortable speaking their mental health/illness truth to me. Beautiful beyond words, every single time.",postpartum,postpartum,neutral
I feel like my postpartum depression would be so bad thats why im really scared to have kids,postpartum,postpartum,neutral
"@That1teddygirl I experienced really bad postpartum depression and anxiety with my first two kids. If it wasnt for my therapist and doing out patient treatment, idk what would have happened. My depression and anxiety are still bad after having kids. I ",postpartum,postpartum,neutral
"Ive been dealing with postpartum depression and anxiety since my éˆ½é””ï¿½ was born so my needs have been ignored and denied.
 
 In 2023, Im going to start socializing and start taking care of myself again.",postpartum,postpartum,neutral
@PrettyHAwkward @autismsupsoc It did for me. Thats why I have only one son. Had terrible postpartum depression too even my kid was planned and I waited for him to be born.,postpartum,postpartum,neutral
"I think one of the hardest things for me to admit in my entire life was that I have postpartum depression, for months I just lied to ppl around me, my dr and myself, until one day it consumed so much I couldnt run from it anymore",postpartum,postpartum,neutral
"Midwife told me I have Postpartum Depression, kinda miss my regular depression lol",postpartum,postpartum,neutral
@EJXD2 @LaurenA022 Because I have lived thru postpartum depression firsthand and know this could have happened within my household as I saw the effects it could have on someone. I am heartbroken at the entire situation,postpartum,postpartum,neutral
@LorianaFirth @DatCatDer I suffered from postpartum depression but even at that time if you tried to take my son from me I would have killed you. The amount of trauma these women go through is immense whether they acknowledge it or not.,postpartum,postpartum,neutral
I still cant believe Im a mom. Its so weird. I am hard core struggling with postpartum depression and anxiety and its really hard. But waking up and seeing that I have a daughter is crazy!,postpartum,postpartum,neutral
"@Nerdy_Addict I have a feeling this is postpartum depression/psychosis. Tragic, horrific, and heartbreaking in any regard.",postpartum,postpartum,neutral
"I would love for @taylorswift13 to put out her speak now album so i have something to cry to during my postpartum depression. 
 
 Emo, much, i am?",postpartum,postpartum,neutral
@mysticcshadow I had PMS really bad. There is help for it. It would be a really good idea to speak to your doctor. I don't know where you live but some cities have clinics devoted to that and postpartum depression. Women who have PMS usually end up with p,postpartum,postpartum,neutral
@CaitlinMcWriter Do you know about Servant on Apple+? Im obsessed! I have healed tremendously from postpartum depression (8 miscarriages = DES exposure) to be watching this. I relate  #LaurenAmbrose is knocking it out of the park! https://t.co/vj8,postpartum,postpartum,neutral
Man Im in therapy still to this day for things people on this app did to me when I was desperately trying to fit in years ago. On top of having extreme postpartum depression during it all. I cant even have close friendships now because I think everyone will drag me like that.,postpartum,postpartum,neutral
@jbu3 Ive been thinking about trying to get an accommodation for my college classes as Im currently suffering from pretty severe postpartum depression and idk if that would even qualify me. I guess Im lucky my classes are online as I dont have,postpartum,postpartum,neutral
"I was so terrified to voice my postpartum depression after my first was born, even though I had everything possible in my favor. If such safety networks were the norm, I may not have been so worried. Those were some very hard years.",postpartum,postpartum,neutral
"@unvarnishedvoid Right time to go cry. I have family members that suffer from postpartum depression. This attitude leads to shame, not getting help, and in extreme cases infanticide.",postpartum,postpartum,neutral
"I swear postpartum depression is the worst, I try so hard to be positive and not think about the world so much. But I cant control it; so I respect all those girls who dont wanna have babies because its tough. Respect women decisions and life choices. æª¶å¾æŒ„",postpartum,postpartum,neutral
"I told my mom i had postpartum depression.. she went 
 
 é‰Mmm why are u depressedé‰‚ 
 é‰youre on of those wierdosé‰‚ 
 é‰Well are u on medicine/talk to dr?é‰‚
 
 I dont get why her generation refuses to believe you can have mental health issues and not be psychotic.",postpartum,postpartum,neutral
"@lextaliones_ I'm running on no sleep and postpartum depression, and my only motivation is just cause I have too. ï¿½",postpartum,postpartum,neutral
postpartum depression is the worst. i've never felt anger for anyone like i have for some recently and the fact that anything and anyone can make me cry.. so embarrassing.,postpartum,postpartum,neutral
Dealing with postpartum depression  anxiety after giving birth is challenging but my life is just perfect. Love the life I have w @MartinFlores21 ã‚°,postpartum,postpartum,neutral
"@ZJAyres My mentors, with whom Im working on a fellowship application, have stuck by me and encouraged me while Ive had to take time off due to postpartum depression.",postpartum,postpartum,neutral
"@TheFoxMatriarch I wanted four, but after having a traumatic birth and postpartum depression I think well have just one more. I would still love four, but Im not sure I can do it after all the happened.",postpartum,postpartum,neutral
I have postpartum depression but for when I finish building a Lego set.,postpartum,postpartum,neutral
"@heymrsbond I'm Canadian, this fortunate to have 12-18 months of EI, but my postpartum care ended after 6 weeks. My postpartum depression set in around 4 months, and I've had to figure it all out myself. There's something very wrong with this system.",postpartum,postpartum,neutral
@Erinjoytweets You mean I amplified my postpartum depression with an ungodly amount of pumping trying to get any sort of production for seven weeks straight to the point that I didnt have any adequate REM sleep and my doctor staged an intervention and,postpartum,postpartum,neutral
I think I have some type of postpartum depression going on but when I read the symptoms it doesnt add up. I just feel down and been feeling down for like 2-3 months ã‚²ã‚² Im ok just be like damn thats wild ãƒç·,postpartum,postpartum,neutral
I swear I have oc postpartum depression. I immediately hate them after I create them æ§˜æŒƒ anyways theyre gfs or. Soemthing I dont care https://t.co/0M6pfeq6hm,postpartum,postpartum,neutral
"Postpartum depression is no joke. Mine is not as bad as before, but I am definitely still going through it. That's why I can't have two kids. I'm fine with just one. I can't go through through the early stages of PPD again.",postpartum,postpartum,neutral
"@jzux While being treated for postpartum depression, he told me I should have had an abortion. Then he asked if I wanted to see pictures of his newborn. I left.",postpartum,postpartum,neutral
"Postpartum depression has just been eating me alive, Im so blessed to have a boyfriend who is beyond understanding, even when my head is screaming at me that Im alone he shows me Im not ã‚²",postpartum,postpartum,neutral
Also I am finally healing from postpartum depression after a year and a half. I am so grateful I am in right mind and healing. I have fought some silent battles but Ive came out of them stronger than ever.,postpartum,postpartum,neutral
100% facts. I dealt with insane anxiety during pregnancy and extreme postpartum depression and have #AudDHD .. Cant tell me its not connected!!!,postpartum,postpartum,neutral
,postpartum,postpartum,neutral
"After the birth of my first I had postpartum depression. It wasnt bc I didnt have support, or lack of sleep bc I had all that. I think its simply a big shift of hormones, or lack of nutrients, I dont know BUT- I viewed it as something that Im just going through and will get",postpartum,postpartum,neutral
"@evilprimate My goal for 2023 is to be better mentally I have postpartum depression and it really has been affecting me as a mom, I always feel guilty but I wake up and try my best everyday I hope I can get passed this and feel a lot better with my babies",postpartum,postpartum,neutral
@ProvokingYaMind @_ImKey @z1netwin1 @LADDY__BEE Im referring to having postpartum depressionçŒžidk what accountability has to do with that since as thats not something you can control but okay. Have a happy holiday season å·¹.,postpartum,postpartum,neutral
I have to agree SORRY. But I cant respect a woman that knew she was the side chick while this woman going through postpartum depression. Then try to act like she was so innocent girl æª® let me log off,postpartum,postpartum,neutral
"@ugwzer as someone who studies sociology  has done research in this and criminal circles, this is just so untrue. 
 like postpartum depression is literally rampant and some of the best parents I've seen in the field have had mental illnesses diagnose",postpartum,postpartum,neutral
Y'all why did I just have a postpartum depression moment and just gave myself a bald fade hahahahahahahahahahahah my bd is so maddddddd he don't even wanna look at me lmfao,postpartum,postpartum,neutral
When I first had Khloie and I had postpartum depression she would just send me encouraging messages speaking life into me as a young woman and mother and always offer help and love For her not to have no blood relation for my 2nd daughter she did for her out of love. æŒ´æŒ„,postpartum,postpartum,neutral
Pretty sure I have postpartum depression,postpartum,postpartum,neutral
"@lilmocha_ @itachi142k @le0martell @eleven8 @itsjae_wolf @astrog1rll https://t.co/famhjVLCoo - seems legit.
 
 I mean there has to be physiological and mental changes on men too, for example Ive heard of sympathy pregnancies. Id guess its rarer, ",postpartum,postpartum,neutral
Not suprised if i have postpartum depression,postpartum,postpartum,neutral
Its possible Im suffering from severe postpartum depression  Im absolutely terrified to call the number I was given cause I dont wanna seem unstable  have Julia taken. Thats my biggest fear. But Im struggling so hard.,postpartum,postpartum,neutral
"Me: I think I have postpartum depression
 Therapist: what are you experiencing 
 Me: *tells symptoms*
 Her: youre depressed for sure 
 Thx chiefîžîžîž",postpartum,postpartum,neutral
Ok so i think i have postpartum depression ã‚¹,postpartum,postpartum,neutral
I'm so happy I was able to obtain all of my medical files after I had postpartum depression. I was hospitalized for 3 weeks about few years after the kids were born. But I have handwritten documentation about time,postpartum,postpartum,neutral
Im no longer covid positive but now that im covid negative i have postpartum depression é‰‚ã‚ç¬ hamster hamsyer hamster,postpartum,postpartum,neutral
Honestly I have pretty bad postpartum depression æ¨€éˆ²æŒ®,postpartum,postpartum,neutral
@JessikaWitakaye I can relate a lot. My 2nd pregnancy experience was hands down the worst. My postpartum depression was very severe. I didnt fully get back to myself until about September of this year. I have my moments at times but it feels great to b,postpartum,postpartum,neutral
"If everyone in my family apologized for é‰hurting meé‰‚ I wouldnt have been able to see that it was actually my postpartum depression that was hurting me, not them. So how can we validate, seek understanding, and have a conversation about what is really happening?",postpartum,postpartum,neutral
@onfjre i literally have postpartum depression rn?? maybe think î˜¹ before u speak æ£§é””ï¿½,postpartum,postpartum,neutral
"@geostylegeo I went through postpartum depression after the birth of my daughter. I didnt sleep for almost 5 days, for me that experience was the worst I have lived through. Unbearable. For someone else it could be the loss of a loved one, or an addict",postpartum,postpartum,neutral
Falling back into postpartum depression thank god I have a newborn who only sleeps while touching me https://t.co/UwFTFjxF8m,postpartum,postpartum,neutral
"I have postpartum depression and anxiety and am seeing a therapist every week. My anxiety is coupled with a fixation on sickness. 
 
 Right now, I have a student refusing to see the nurse and whos parent sent her to school knowing she has a fever/doesnt feel good.",postpartum,postpartum,neutral
Oh I didn't know dads can have postpartum depression too,postpartum,postpartum,neutral
i understand women going through something like this bc postpartum depression exists but for a man to say thisçŒž. i would be fuming if i was his wife. not only have you been a serial cheater but you openly admit this. æ§¶,postpartum,postpartum,neutral
"No, help æ§¶ the TikTok algorithm thinks I have postpartum depression and not seasonal depression.",postpartum,postpartum,neutral
"Reading old personal texts between myself and friends when I was in the thick of postpartum depression has me in tears. So intense, so terrifying. 16 months later and we have come a long way. Thank the Lordæª¶å¾Ž",postpartum,postpartum,neutral
i have postpartum depression from my foreskin,postpartum,postpartum,neutral
"@markeology Yes, I'm sure it has a LOT to do with it. I don't know about Cymbalta, but I have weened off medication after having postpartum depression, and it was not fun. But awareness about what's going on scientifically is definitely helpful.",postpartum,postpartum,neutral
"I'm a stay at home mom, and I'm currently fighting postpartum depression, and rp is my form of escapism. So, when I say I cherish it, please know I mean it from the bottom of my heart. 
 
 I really hope you all know how much you brighten my day and that we can have more-",postpartum,postpartum,neutral
"was told by college psychology teacher I needed to be tested. Well after 17 yrs of ADD meds and a few psychiatrist I was told that I was on the spectrum and had ADD. Was give a test 2017 was placed on the spectrum. I know in past I have suffered postpartum, depression, regular",postpartum,postpartum,neutral
"Mena Suvari: I Still 'Struggle' With Postpartum Depression 'Every Day' / Sharing their stories. Reese Witherspoon, Behati Prinsloo and more celebrity moms have spoken openly about their postpartum deçŒž
 click here to read more interesting usa news: æ†žæ†žæ†žæ†ž
 https://t.co/SzfhQ0EHG1 https://t.co/wFR9kBnpsK",postpartum,postpartum,neutral
yoooo im so proud of myself. i have 3 kids now and with my other two i suffered HORRIBLE postpartum depression. this time is so much better and im actually happy to be here. the difference is night and day. it feels so good to feel this way î˜²î˜²,postpartum,postpartum,neutral
"@tarik Honestly, Im just glad I made it through the year. Going through postpartum depression is HARD. Being a teacher, in the world we live in today, IS HARD. Life is HARD. I didnt have any new years resolutions for this year, Im just simply ",postpartum,postpartum,neutral
Just took a dump so big that I now have postpartum depression.,postpartum,postpartum,neutral
@giftlovej I could really use a blessing right now. I'm so depressed right now it's not even funny. I just had to give my kid up for adoption and now I have the worst case of postpartum depression. $skeltles1234,postpartum,postpartum,neutral
"@ScottLEOWarrior @Teeird $skeltles1234
 
 I could really use a blessing right now. I'm so depressed right now it's not even funny. I just had to give my kid up for adoption and now I have the worst case of postpartum depression.",postpartum,postpartum,neutral
"@cashapp_qwn $skeltles1234 I could really use a blessing. I'm so depressed right now it's not even funny. I just had a kid and had to give him up for adoption, now I have the worst case postpartum depression.",postpartum,postpartum,neutral
Postpartum depression kicking my ass right now I rather deal with it by myself then have help,postpartum,postpartum,neutral
"A week ago I realized I have postpartum depression. This will sound weird but it was a surprise to me because I have a six month old, not a six week old. Im only saying this so I can say if you are ever in the same boat dont wait to get help.",postpartum,postpartum,neutral
"Dude, postpartum depression is kicking my assçŒž yes you can still have it up to a year or 2 :( Im just not happy at all these days. Miss my hubs I hate being back home, and everything is all on me, Im tried and no nap or rest with a teething toddler, its rough out here.",postpartum,postpartum,neutral
I fear that Id have postpartum depression,postpartum,postpartum,neutral
Started going back to see my counselor and its really helping with my postpartum depression. Getting back to God most importantly is helping me. I learned you have to keep mothering your self everyday. So one step at a time.é‰âŠ•ï¿½,postpartum,postpartum,neutral
@nightingale__x1 I have enormous respect for women for doing that .. it is crucification of nine long months some times coupled with postpartum depression.,postpartum,postpartum,neutral
"@MichelleDLesley I do have a testimony. I used to be depressed all the time  when hard times hit, it would overwhelm me. I did at one time take medication for postpartum depression, but I'm not on any currently. I was a false convert. I was in the WO",postpartum,postpartum,neutral
"For an article for @damemagazine, I'm looking to speak with a few people who have experienced postpartum depression and how they felt about their treatment options or lack of. If you are interested in sharing your story, please contact me at sarahsloat9@gmail.com.",postpartum,postpartum,neutral
"@NxesiThulas Stress levels of new parent(s) are by all means possible supposed to be kept at a low, that is especially so for mothers kuba they also have to deal with Postpartum Depression. If that were to be a reality, I doubt we would be having as many",postpartum,postpartum,neutral
It breaks my heart that the first almost 3 months of my daughters life I was at one of my lowest points in life. Postpartum depression mixed with real life problems was kicking my ass. I will always wonder what that time could have been had I been at my happiest instead. æŒƒ,postpartum,postpartum,neutral
"i have  postpartum depression and adhd. i am loosing this battle right now, or at least it feels like it. i want to cry rn. i am trying to dig myself out of this hole. i am trying so hard. i promise i am, but it feels like im slipping",postpartum,postpartum,neutral
"@stvrshined great, tbh. i do have postpartum depression, but i do my best every day to heal to be there for them.",postpartum,postpartum,neutral
I have struggled with both postpartum depression  depression since having my son almost 4 years ago.,postpartum,postpartum,neutral
i have postpartum depression except with my foreskin and 17 years later,postpartum,postpartum,neutral
So no I don't have postpartum depression I have im tired and alone and wanna cry but don't want my daughter seeing me like that https://t.co/KRRhUlIGje,postpartum,postpartum,neutral
@mpc537 Nothing juicy this time æ§€ just feel like I'm getting postpartum depression and I don't want to have it but I've been feeling really low.,postpartum,postpartum,neutral
"Thinking back on when I had graysons and I had postpartum depression and was severely hypothyroid and everyone was like wow, you sure do have a lot of dog hair and dishes laying around æ§„æ§„ it took every ounce of energy I had to get out of bed. Let alone cleanã‚´",postpartum,postpartum,neutral
"I'll be the first to tell you I have anxiety every day, I've suffered postpartum depression both times. I'm on a medication and I see a therapist regularly. I do those things because I need to take care of myself to be able to take care of my kids.",postpartum,postpartum,neutral
"@British_Airways tried to cancel my booking due to my husband unable to attend trip and as I am suffering from server  depression, would not be able to manage the flight solo with two small children. Says voucher can not be issued. Can you help?",postpartum,postpartum,neutral
"@chrissyteigen It is definitely hard to reach out to say é‰I need helpé‰‚. I have had 7 children, only suffering from  depression after 2 pregnancies. When I broke down in tears over spilled breast milk (only a teaspoon maybe) my husband made t",postpartum,postpartum,neutral
i have  depression and not ONCE have i thought about harming my child .,postpartum,postpartum,neutral
@ABC Those two clowns have children and I'm the one with  depression.,postpartum,postpartum,neutral
"@FreenbeckyUS I'm a single mom, I have two children, then I'm in  depression since I gave birth, then my partner broke up with me for 2 years. Because of them I got up again they gave light to my life im crying to typing now but i so thankful fo",postpartum,postpartum,neutral
"I suffered  depression w my first child, if I had known  intrusive thoughts and images were normal (as they are!!) Im sure I wouldnt have gotten as sick and scared out of my mind, the shame was bottomless",postpartum,postpartum,neutral
I asked for help with  depressionçŒž got told I dont have PPD and its just childhood trauma,postpartum,postpartum,neutral
"I definitely have some  depression with this child and it has been so hard. And mine is mild, im sure, I cant imagine how it is for ppl who suffer severely",postpartum,postpartum,neutral
"@ArtofNovember @yoganaraska I know myself well enough that if I were to have a child, I would suffer with  depression and maybe even psychosis. I will not put another living being through that. Plus, I just have no desire to have kids lmao",postpartum,postpartum,neutral
"I had bad  depression and anxiety to the point where I wont have another child. I was having daily panic attacks/throughout the day for about 11 months. I was terrified of anything hurting my baby, of SIDS, normal things but to the max",postpartum,postpartum,neutral
I suffered/ still do from  depression and  anxiety and all I can say about this story is I do truly feel so sorry for the motherçŒž but never in my struggles have I thought have taking my childs lifeçŒž I just will never understand thatçŒžæ§˜,postpartum,postpartum,neutral
"@LoveIntegrity9 @Roman_Zoomer Yes. Yes I can. I had a horrific pregnancy and birth with awful  depression. I love my children, but absolutely couldnt have any more. I hope you feel silly now you know why",postpartum,postpartum,neutral
@bheleni87 I realised I have  depression just couldn't edit the tweet... Plus everything else that happened and what is currently still happening outside of my child... Kuningi,postpartum,postpartum,neutral
i think i have  depression (dont have children never will),postpartum,postpartum,neutral
"Depression is why I didnt have second child. My  depression was so intense that it scared me. Eventually I felt better  stopped taking my antidepressants. 
 
 Depression is dark  despair. If youre feeling like that, please reach out to someone. æŒ",postpartum,postpartum,neutral
"10 years ago today, I had a 6 month old, had  depression and news came in about Sandy Hook. I was devasted and sobbed all day. I promised then, I would do anything I could to protect my child. I could have never imagined how this all turned out. I couldn't protect him.",postpartum,postpartum,neutral
"i was told after my first child that i had  depression and like it honestly wasnt thatçŒž it was just normal depression. i have/had absolutely no one to talk to about my problems, so when the hospital therapist asked me how i was doing after giving birth, i just cried..",postpartum,postpartum,neutral
@dhaldoula My last child is 13 yrs old. I've recently been realizing that I am still in  depression some days. There are things that I never addressed. I had my baby and had to keep it moving. I didn't have any down time. From time I got home wi,postpartum,postpartum,neutral
@TheodoreMoller The thing is I have bipolar genes and I think its likely Id have terrible  depressionçŒž and so many people talk about being traumatized by their bipolar mother that it seems like maybe a bad idea to have children?,postpartum,postpartum,neutral
@altongearheart @KMeeeaaow I have a friend who is a doctor. He treated a woman who drowned her own child because of severe  depression that went undiagnosed and untreated. How wonderful is that?,postpartum,postpartum,neutral
"Not saying I have  depression but its no wonder so many women suffer from it, people can be straight up dicks. The amount of negative comments Ive gotten about my body this week is annoying. My body is mangled from birthing a child We dont heal immediately after.",postpartum,postpartum,neutral
@geostylegeo I went through a bout of  depression after the birth of my second child. It was a year of darkness that was inescapable. The hardest thing I have lived through.,postpartum,postpartum,neutral
"Happy Halloween
 I turned 20 yesterday and now I have postpartum depression 
 Hope yall have a great dayî  https://t.co/ByyDmgU2el",postpartum,postpartum,neutral
I know its mostly jokes for me on here but recently Ive had to come to terms with how close I came to literally DYING from postpartum depression and its very scary! Had I known that prenatal depression was an actual thing I maybe could have treated it sooner,postpartum,postpartum,neutral
@normal_ness @qkate This was my experience when my doctor tried to suggest I had postpartum depression and what I really had was retained placenta çŒž for a year. I desperately wanted to have the energy to do ALL THE THINGS but I had to take a break after,postpartum,postpartum,neutral
This bc implant in my arm makes me want to off myself omg I feel like I have postpartum depression all over again. I think ima just take my chances take this shit out its been as week and Im a mess i hate feeling like this.,postpartum,postpartum,neutral
I suffer from postpartum depression and have little no resources in comparison to Mr.WEST but you dont see me lashing out on anti rants about black ppl and jews . yall hide bend shit behavior and say é‰whoopies im bipolaré‰‚ like what,postpartum,postpartum,neutral
As a new cat mom I have postpartum depression n Im worried I dont love my baby,postpartum,postpartum,neutral
LMFAOOOOOO I have postpartum depression ã‚²,postpartum,postpartum,neutral
I really have postpartum depression... diagnosed and all æ§³,postpartum,postpartum,neutral
@anonymoose7777 Cardio. Gets me out of my head and into my body. A few times (especially during postpartum depression) I have rolled into group fitness with literal tears in my eyes knowing that I would feel better after the workout.,postpartum,postpartum,neutral
i have postpartum depression in the sense that ive been depressed since my mom was pregnant with me,postpartum,postpartum,neutral
"I didnt think I would share this but I think its important. After giving birth, I had postpartum depression. I felt so lonely and scared, I wasnt prepared. If you have the baby blues, or PPD, know that youre not alone and its going to be ok! #PPD #postpartum #mentalhealth https://t.co/oPX5XdbX09",postpartum,postpartum,neutral
"@kurkudus @Evanfreewill16 @TorontoStar Im bisexual and according to you thats a lie? Yes I am mental health advocate because I Suffer from Anxiety, panic attacks, ptsd from a car accident, I had suffered from postpartum depression after having my fi",postpartum,postpartum,neutral
My mental health really suffered this year. I had bad postpartum depression from an incident that caused me to have my baby 15 weeks early. I got so overwhelmed my mind couldn't handle it. But I'm finally getting the overdue help and support I've always needed. so grateful æŒ,postpartum,postpartum,neutral
I hate the way Im being made to feel like I cant make decisions for myself just because I have postpartum depression but when I voice something isnt working for me and its triggering me Im made to feel like Im an inconvenience or irrelevant,postpartum,postpartum,neutral
"I never thought I would be the mom Iam today,I thought I would never get rid of postpartum depression and anxiety but I made it through and my son is such a happy,healthy baby I just have to say thank you god for everything you doæª¹å¾Žî˜²",postpartum,postpartum,neutral
@RRR0BYN I had very natural labor no interventions and still had horrible postpartum depression very much likely to no support. Being a first time mom is intense stuff Im glad I dont have to do that again æ§€,postpartum,postpartum,neutral
@opdiva_rx @Bloodclaw12 @BettyBlue168 Same. SSRIs always kind of worked but we made the switch to an SNRI and life changed plus propranolol (I have anxiety but was in the hospital for postpartum depression at the time). Ive been on that combo since 201,postpartum,postpartum,neutral
Postpartum depression got me wanting to just walk away but I have a kid to look after and love,postpartum,postpartum,neutral
"I have been struggling on trying to keep up with many things lately and its due to postpartum depression mainly. I have a few people telling me that thats an excuse for things,or just being mean about it and it makes it even harder to trust anyone to talk about this withçŒž",postpartum,postpartum,neutral
When I was deep in postpartum depression I got a lot of positive feedback on my appearance  it just really sucks when our mental health struggles have consequences that society celebrates. Why heal when everyone is praising me for my brokenness?,postpartum,postpartum,neutral
I think I have postpartum depression or ptsd ç·,postpartum,postpartum,neutral
"Something Im relieved about is that once I get through this postpartum stage, I will never have to experience this again. This has been far worse than my first time have postpartum depression and I wouldnt wish this on anyone. The sadness  rage I feel is exhausting. Im tired",postpartum,postpartum,neutral
I think I may have postpartum depression again fr. But its not as bad as it was with my sonçŒž.,postpartum,postpartum,neutral
1 year postpartum and I have postpartum depression now #postpartum,postpartum,postpartum,neutral
"They keep asking if I have postpartum depression, no. Buuut does postpartum rage count? lmao Im angry about everything æ§¶",postpartum,postpartum,neutral
@x_kmall_x I didnt get postpartum depression I had postpartum anxiety just like what youre describing. Cameron had to be near me everywhere. I would have panic attacks in the shower and finished up in 5 minutes just to get back to him.,postpartum,postpartum,neutral
i have servers depression and this postpartum depression is kicking my ass and its even worse i dont have a baby to say oh it was worth it im just so lost in my mind im empty,postpartum,postpartum,neutral
@scobie @ProjHealthyMind Try not to engage those that have negative comments. Ignore. Good job. Mental awareness is good. I've dealt with it from bad marriage then postpartum depression. I wish I had support and help back then.,postpartum,postpartum,neutral
"I'm open about my struggles with my #mentalhealth. I didn't have problems until after my baby was born. I had postpartum depression, the first time I dealt with anything that had to be diagnosed. 
 
 I had good days and bad days before then. I've had stresçŒžhttps://t.co/EqIt5gCcgW",postpartum,postpartum,neutral
all the things i see online about postpartum depression making me scared to have kids æ§± I already be depressed as it is lol,postpartum,postpartum,neutral
"i think i might have a postpartum depression from my puppy, is that a thing?",postpartum,postpartum,neutral
Postpartum depression/anxiety has hit me bad but Im so thankful to have my baby.,postpartum,postpartum,neutral
@EmilioLees I didnt have that sudden rush you see on TV. I loved my kid but it was more gradual. I also had postpartum depression so that may have interfered as well.,postpartum,postpartum,neutral
I have postpartum depression about catching up on rhoslc like im so sad i cant watch it for the first time again,postpartum,postpartum,neutral
"being that I have been dealing with depression since I was 13, Ive now experienced postpartum depression as well  the depression that grief comes with, Ive learned the differences  currently, my depression is winning the spotlight  seriously kicking my ass.",postpartum,postpartum,neutral
@cockimnida also postpartum depression and i am NOT continuing the cycle of trauma and genetics from my family. my dad and mom have other kids and theyre doing that just fine é‰å«ƒï¿½ im here to be hot and drink boba tea,postpartum,postpartum,neutral
I can honestly say I went through postpartum depression so bad the past two weeks and only a few knew. That shit is no joke man. Im slowly getting back to me. I have my days but they are better than before. î˜²,postpartum,postpartum,neutral
Hardest Thing I Had To Ever Pull Myself Out Of Was Postpartum Depression Im Scared To Have More Kids Because That Was By Far The HARDEST Thing I Had To Fight In My Life.,postpartum,postpartum,neutral
"also maybe I wasn't too wrong about that æ§„ no that Padma will give her babies, but after Devon hearing that convo while hiding and that last scene with Padma, makes me think she'll have postpartum depression??î˜¹ #TheResident
 https://t.co/fEcyD5PocS",postpartum,postpartum,neutral
"Ive been dealing with postpartum , depression , every day life issues , being in an environment that isnt for me , away from my support system, all while mothering through all of this ! ã baby , i have my days !! But Im doing everything BUT breaking !",postpartum,postpartum,neutral
Im just gonna say it! I have postpartum depression and its really hard and Ive been in denial so saying it makes me feel like I can actually work on getting better. Starting meds and hoping for the best. I love my baby more than anything but I need help. Ok thx bye,postpartum,postpartum,neutral
@hcglobal22 Yes. Specially when I told them that I feel like I have postpartum depression,postpartum,postpartum,neutral
"I live in poverty, I am a DV survivor,  I once suffered from postpartum depression. I survive on the Dollar Store  Walmart. I survive on the help of my boyfriends family. I survive off food banks  pantries. I live off scrap money from my SW  have lived paycheck to paycheck.",postpartum,postpartum,neutral
i already know im gonna be unlucky and have postpartum depression.,postpartum,postpartum,neutral
Im back to my é‰wanting to run awayé‰‚ days æ§– didnt think I would still have postpartum depression.,postpartum,postpartum,neutral
The postpartum depression is winning rn. I literally feel like my world is collapsing on me and I have no were safe to hide.,postpartum,postpartum,neutral
é‰Why you always tiredé‰‚ bitch I aint had 8 hours of sleep in 8-9 months! I have really bad postpartum depression and anxiety. Get tf on ..,postpartum,postpartum,neutral
I wish I would have went when I was going through postpartum depression really bad. Because I dont think I would have done some of the things I would have done.,postpartum,postpartum,neutral
@EmmaBostian Hey! Sorry to hear you have suffered postpartum depression. And Im very sorry for what happened on your post on Instagram. You are great. Your work is very well seen by the community. Keep rocking!! Peace and health for your family,postpartum,postpartum,neutral
On top of dealing with postpartum depression I have to deal with the wrath and torture of my landlord. Pray for me because I might go drive down to her office and beat her mf ass.,postpartum,postpartum,neutral
I havent been feeling like myself and i have to get back to it. I have to fight this postpartum depression,postpartum,postpartum,neutral
The past couple of days have been real fuzzy. Like Ive just been going through the motions. Postpartum depression is taking over my brain.,postpartum,postpartum,neutral
Some days I be feeling like Im doing my thing with this mommy shit and other days I be feeling like I have high functioning postpartum depression,postpartum,postpartum,neutral
"Last past you months have been CRAZY for me. Trying to be a full time mom/ wife while suffering from postpartum depression, recovering from major surgery, and almost losing my grandmaã‚ºæŒƒ I thank god for the ones that have ACTUALLY been here for meî³å¾‘",postpartum,postpartum,neutral
"@TotallyKayt This made me tear up. As a fellow mom who struggled heavily with postpartum depression with my first baby, I relate to this so hard. Youre an amazing mama and hes so lucky to have youî˜²é‰ï¿½",postpartum,postpartum,neutral
"oh i just unlocked another level of depression, postpartum depression æ§‚ now im doing told im gonna have a visit with a psychiatrist soonçŒž",postpartum,postpartum,neutral
"Some days I still struggle with my postpartum depression and the thoughts and doubts of being a good mom. It's hard, not feeling like I'm failing all the time. The anxiety just hits different than it did before. But I try everyday to reassure myself and remember that I have to",postpartum,postpartum,neutral
"I have been dealing with anxiety since 2019 after I lost my mum, then 2020 my dad died less than a year after my mum, only for COVID-19 and the pandemic started. Then end sars and Lekki massacre, then I got pregnant, postpartum depression almost got me.. éˆ´ï¿½",postpartum,postpartum,neutral
"please allow and let me na mag rant and all diria to express what i'm feeling rn.. coz i am experiencing postpartum depression and I don't want it to get worse bc i have a son, and he needs me that's why i need to be strong all the time and fighting for my life...",postpartum,postpartum,neutral
"@katynotie I had postpartum depression with my second and hardly have any memories until a while after her first birthday. It's hard, sorry you have to deal with that.",postpartum,postpartum,neutral
